,variables
6036, node_scrape_collector_duration_seconds_1 
6037, node_scrape_collector_duration_seconds_2 
6038, node_scrape_collector_duration_seconds_3 
6039, node_scrape_collector_duration_seconds_4 
6040, node_scrape_collector_duration_seconds_5 
6041, node_scrape_collector_duration_seconds_6 
6042, node_scrape_collector_duration_seconds_7 
6043, node_scrape_collector_duration_seconds_8 
6044, node_scrape_collector_duration_seconds_9 
6045, node_scrape_collector_duration_seconds_10 
6046, node_scrape_collector_duration_seconds_11 
6047, node_scrape_collector_duration_seconds_12 
6048, node_scrape_collector_duration_seconds_13 
6049, node_scrape_collector_duration_seconds_14 
6050, node_scrape_collector_duration_seconds_15 
6051, node_scrape_collector_duration_seconds_16 
6052, node_scrape_collector_duration_seconds_17 
6053, node_scrape_collector_duration_seconds_18 
6054, node_scrape_collector_duration_seconds_19 
6055, node_scrape_collector_duration_seconds_20 
6056, node_scrape_collector_duration_seconds_21 
6057, node_scrape_collector_duration_seconds_22 
6058, node_scrape_collector_duration_seconds_23 
6059, node_scrape_collector_duration_seconds_24 
6060, node_scrape_collector_duration_seconds_25 
6061, node_scrape_collector_duration_seconds_26 
6062, node_scrape_collector_duration_seconds_27 
6063, node_scrape_collector_duration_seconds_28 
6064, node_scrape_collector_duration_seconds_29 
6065, node_scrape_collector_duration_seconds_30 
6066, node_scrape_collector_duration_seconds_31 
6067, node_scrape_collector_duration_seconds_32 
6068, node_scrape_collector_duration_seconds_33 
6069, node_scrape_collector_duration_seconds_34 
6070, node_scrape_collector_duration_seconds_35 
6071, node_scrape_collector_duration_seconds_36 
6072, node_scrape_collector_duration_seconds_37 
6073, node_scrape_collector_duration_seconds_38 
6074, node_scrape_collector_duration_seconds_39 
6075, node_scrape_collector_duration_seconds_40 
6076, node_scrape_collector_duration_seconds_41 
6077, node_scrape_collector_duration_seconds_42 
6078, node_scrape_collector_duration_seconds_43 
6079, node_scrape_collector_duration_seconds_44 
6080, node_scrape_collector_duration_seconds_45 
6081, node_scrape_collector_duration_seconds_46 
6082, node_scrape_collector_duration_seconds_47 
6083, node_scrape_collector_duration_seconds_48 
6084, node_scrape_collector_duration_seconds_49 
6085, node_scrape_collector_duration_seconds_50 
6086, node_scrape_collector_duration_seconds_51 
6087, node_scrape_collector_duration_seconds_52 
6088, node_scrape_collector_duration_seconds_53 
6089, node_scrape_collector_duration_seconds_54 
6090, node_scrape_collector_duration_seconds_55 
6091, node_scrape_collector_duration_seconds_56 
6092, node_scrape_collector_duration_seconds_57 
6093, node_scrape_collector_duration_seconds_58 
6094, node_scrape_collector_duration_seconds_59 
6095, node_scrape_collector_duration_seconds_60 
6096, node_scrape_collector_duration_seconds_61 
6097, node_scrape_collector_duration_seconds_62 
6098, node_scrape_collector_duration_seconds_63 
6099, node_scrape_collector_duration_seconds_64 
6100, node_scrape_collector_duration_seconds_65 
6101, node_scrape_collector_duration_seconds_66 
6102, node_scrape_collector_duration_seconds_67 
6103, node_scrape_collector_duration_seconds_68 
6104, node_scrape_collector_duration_seconds_69 
6105, node_scrape_collector_duration_seconds_70 
6106, node_scrape_collector_duration_seconds_71 
6107, node_scrape_collector_duration_seconds_72 
6108, node_scrape_collector_duration_seconds_73 
6109, node_scrape_collector_duration_seconds_74 
6110, node_scrape_collector_duration_seconds_75 
6111, node_scrape_collector_duration_seconds_76 
6112, node_scrape_collector_duration_seconds_77 
6113, node_scrape_collector_duration_seconds_78 
6114, node_scrape_collector_duration_seconds_79 
6115, node_scrape_collector_duration_seconds_80 
6116, node_scrape_collector_duration_seconds_81 
6117, node_scrape_collector_duration_seconds_82 
6118, node_scrape_collector_duration_seconds_83 
6119, node_scrape_collector_duration_seconds_84 
6120, node_scrape_collector_duration_seconds_85 
6121, node_scrape_collector_duration_seconds_86 
6122, node_scrape_collector_duration_seconds_87 
6123, node_scrape_collector_duration_seconds_88 
6124, node_scrape_collector_duration_seconds_89 
6125, prometheus_tsdb_compactions_total_0 
6126, node_memory_Active_anon_bytes_0 
6127, node_memory_Active_anon_bytes_1 
6128, node_memory_Active_anon_bytes_2 
6129, workqueue_queue_duration_seconds_sum_0 
6130, workqueue_queue_duration_seconds_sum_1 
6131, workqueue_queue_duration_seconds_sum_2 
6132, workqueue_queue_duration_seconds_sum_3 
6133, workqueue_queue_duration_seconds_sum_4 
6134, workqueue_queue_duration_seconds_sum_5 
6135, workqueue_queue_duration_seconds_sum_6 
6136, workqueue_queue_duration_seconds_sum_7 
6137, workqueue_queue_duration_seconds_sum_8 
6138, workqueue_queue_duration_seconds_sum_9 
6139, workqueue_queue_duration_seconds_sum_10 
6140, workqueue_queue_duration_seconds_sum_11 
6141, workqueue_queue_duration_seconds_sum_12 
6142, node_memory_SwapTotal_bytes_0 
6143, node_memory_SwapTotal_bytes_1 
6144, node_memory_SwapTotal_bytes_2 
6145, node_disk_writes_merged_total_0 
6146, node_disk_writes_merged_total_1 
6147, node_disk_writes_merged_total_2 
6148, node_disk_writes_merged_total_3 
6149, node_disk_writes_merged_total_4 
6150, node_disk_writes_merged_total_5 
6151, prometheus_tsdb_wal_truncate_duration_seconds_0 
6152, prometheus_tsdb_wal_truncate_duration_seconds_1 
6153, prometheus_tsdb_wal_truncate_duration_seconds_2 
6154, java_lang_threading_threadcontentionmonitoringsupported_0 
6155, java_lang_threading_threadcontentionmonitoringsupported_1 
6156, java_lang_threading_threadcontentionmonitoringsupported_2 
6157, go_memstats_alloc_bytes_total_0 
6158, go_memstats_alloc_bytes_total_1 
6159, go_memstats_alloc_bytes_total_2 
6160, go_memstats_alloc_bytes_total_3 
6161, go_memstats_alloc_bytes_total_4 
6162, go_memstats_alloc_bytes_total_5 
6163, go_memstats_alloc_bytes_total_6 
6164, go_memstats_alloc_bytes_total_7 
6165, go_memstats_alloc_bytes_total_8 
6166, go_memstats_alloc_bytes_total_9 
6167, kafka_server_replicamanager_total_failedisrupdatespersec_count_0 
6168, kafka_server_replicamanager_total_failedisrupdatespersec_count_1 
6169, kafka_server_replicamanager_total_failedisrupdatespersec_count_2 
6170, kube_configmap_metadata_resource_version_0 
6171, kube_configmap_metadata_resource_version_1 
6172, kube_configmap_metadata_resource_version_2 
6173, kube_configmap_metadata_resource_version_3 
6174, kube_configmap_metadata_resource_version_4 
6175, kube_configmap_metadata_resource_version_5 
6176, kube_configmap_metadata_resource_version_6 
6177, kube_configmap_metadata_resource_version_7 
6178, kube_configmap_metadata_resource_version_8 
6179, kube_configmap_metadata_resource_version_9 
6180, kube_configmap_metadata_resource_version_10 
6181, kube_configmap_metadata_resource_version_11 
6182, kube_configmap_metadata_resource_version_12 
6183, kube_configmap_metadata_resource_version_13 
6184, kube_configmap_metadata_resource_version_14 
6185, kube_configmap_metadata_resource_version_15 
6186, kube_configmap_metadata_resource_version_16 
6187, kube_configmap_metadata_resource_version_17 
6188, kube_configmap_metadata_resource_version_18 
6189, kube_configmap_metadata_resource_version_19 
6190, kube_configmap_metadata_resource_version_20 
6191, kube_configmap_metadata_resource_version_21 
6192, kube_configmap_metadata_resource_version_22 
6193, kube_configmap_metadata_resource_version_23 
6194, kube_configmap_metadata_resource_version_24 
6195, kube_configmap_metadata_resource_version_25 
6196, kube_configmap_metadata_resource_version_26 
6197, kube_configmap_metadata_resource_version_27 
6198, kube_configmap_metadata_resource_version_28 
6199, kube_configmap_metadata_resource_version_29 
6200, kube_configmap_metadata_resource_version_30 
6201, kube_configmap_metadata_resource_version_31 
6202, kube_configmap_metadata_resource_version_32 
6203, kube_configmap_metadata_resource_version_33 
6204, kube_configmap_metadata_resource_version_34 
6205, kube_configmap_metadata_resource_version_35 
6206, kube_configmap_metadata_resource_version_36 
6207, kube_configmap_metadata_resource_version_37 
6208, kube_configmap_metadata_resource_version_38 
6209, kube_configmap_metadata_resource_version_39 
6210, kube_configmap_metadata_resource_version_40 
6211, kube_configmap_metadata_resource_version_41 
6212, kube_configmap_metadata_resource_version_42 
6213, kube_configmap_metadata_resource_version_43 
6214, kube_configmap_metadata_resource_version_44 
6215, kube_configmap_metadata_resource_version_45 
6216, kube_configmap_metadata_resource_version_46 
6217, kube_configmap_metadata_resource_version_47 
6218, kube_configmap_metadata_resource_version_48 
6219, kube_configmap_metadata_resource_version_49 
6220, alertmanager_http_response_size_bytes_sum_0 
6221, alertmanager_http_response_size_bytes_sum_1 
6222, java_lang_memorymanager_valid_codecachemanager_0 
6223, java_lang_memorymanager_valid_codecachemanager_1 
6224, java_lang_memorymanager_valid_codecachemanager_2 
6225, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_eden_space_0 
6226, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_eden_space_1 
6227, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_eden_space_2 
6228, prometheus_sd_gce_refresh_duration_0 
6229, prometheus_sd_gce_refresh_duration_1 
6230, prometheus_sd_gce_refresh_duration_2 
6231, java_lang_memorypool_usagethreshold_code_cache_0 
6232, java_lang_memorypool_usagethreshold_code_cache_1 
6233, java_lang_memorypool_usagethreshold_code_cache_2 
6234, node_netstat_IpExt_OutOctets_0 
6235, node_netstat_IpExt_OutOctets_1 
6236, node_netstat_IpExt_OutOctets_2 
6237, prometheus_sd_triton_refresh_duration_seconds_count_0 
6238, java_lang_memorypool_collectionusagethresholdsupported_g1_eden_space_0 
6239, java_lang_memorypool_collectionusagethresholdsupported_g1_eden_space_1 
6240, java_lang_memorypool_collectionusagethresholdsupported_g1_eden_space_2 
6241, java_lang_garbagecollector_committed_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_survivor_space_0 
6242, java_lang_garbagecollector_committed_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_survivor_space_1 
6243, java_lang_garbagecollector_committed_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_survivor_space_2 
6244, java_lang_memorypool_usagethresholdsupported_g1_survivor_space_0 
6245, java_lang_memorypool_usagethresholdsupported_g1_survivor_space_1 
6246, java_lang_memorypool_usagethresholdsupported_g1_survivor_space_2 
6247, process_cpu_seconds_total_0 
6248, process_cpu_seconds_total_1 
6249, process_cpu_seconds_total_2 
6250, process_cpu_seconds_total_3 
6251, process_cpu_seconds_total_4 
6252, process_cpu_seconds_total_5 
6253, process_cpu_seconds_total_6 
6254, process_cpu_seconds_total_7 
6255, process_cpu_seconds_total_8 
6256, process_cpu_seconds_total_9 
6257, node_netstat_Udp_InErrors_0 
6258, node_netstat_Udp_InErrors_1 
6259, node_netstat_Udp_InErrors_2 
6260, kafka_server_replicamanager_total_failedisrupdatespersec_oneminuterate_0 
6261, kafka_server_replicamanager_total_failedisrupdatespersec_oneminuterate_1 
6262, kafka_server_replicamanager_total_failedisrupdatespersec_oneminuterate_2 
6263, java_lang_memorypool_used_usage_code_cache_0 
6264, java_lang_memorypool_used_usage_code_cache_1 
6265, java_lang_memorypool_used_usage_code_cache_2 
6266, node_sockstat_FRAG_memory_0 
6267, node_sockstat_FRAG_memory_1 
6268, node_sockstat_FRAG_memory_2 
6269, node_timex_pps_error_total_0 
6270, node_timex_pps_error_total_1 
6271, node_timex_pps_error_total_2 
6272, kube_persistentvolume_info_0 
6273, kube_persistentvolume_info_1 
6274, kube_persistentvolume_info_2 
6275, kube_persistentvolume_info_3 
6276, kube_persistentvolume_info_4 
6277, prometheus_tsdb_head_series_0 
6278, machine_cpu_cores_0 
6279, machine_cpu_cores_1 
6280, machine_cpu_cores_2 
6281, machine_cpu_cores_3 
6282, kube_pod_container_resource_requests_0 
6283, kube_pod_container_resource_requests_1 
6284, kube_pod_container_resource_requests_2 
6285, kube_pod_container_resource_requests_3 
6286, kube_pod_container_resource_requests_4 
6287, kube_pod_container_resource_requests_5 
6288, kube_pod_container_resource_requests_6 
6289, kube_pod_container_resource_requests_7 
6290, kube_pod_container_resource_requests_8 
6291, kube_pod_container_resource_requests_9 
6292, kube_pod_container_resource_requests_10 
6293, kube_pod_container_resource_requests_11 
6294, kube_pod_container_resource_requests_12 
6295, kube_pod_container_resource_requests_13 
6296, kube_pod_container_resource_requests_14 
6297, kube_pod_container_resource_requests_15 
6298, kube_pod_container_resource_requests_16 
6299, kube_pod_container_resource_requests_17 
6300, kube_pod_container_resource_requests_18 
6301, kube_pod_container_resource_requests_19 
6302, kube_pod_container_resource_requests_20 
6303, kube_pod_container_resource_requests_21 
6304, kube_pod_container_resource_requests_22 
6305, kube_pod_container_resource_requests_23 
6306, kube_pod_container_resource_requests_24 
6307, node_ipvs_incoming_bytes_total_0 
6308, node_ipvs_incoming_bytes_total_1 
6309, node_ipvs_incoming_bytes_total_2 
6310, java_lang_memorypool_usagethreshold_metaspace_0 
6311, java_lang_memorypool_usagethreshold_metaspace_1 
6312, java_lang_memorypool_usagethreshold_metaspace_2 
6313, kafka_server_brokertopicmetrics_producemessageconversionspersec_count_0 
6314, kafka_server_brokertopicmetrics_producemessageconversionspersec_count_1 
6315, kafka_server_brokertopicmetrics_producemessageconversionspersec_count_2 
6316, kafka_server_brokertopicmetrics_producemessageconversionspersec_count_3 
6317, node_timex_tai_offset_seconds_0 
6318, node_timex_tai_offset_seconds_1 
6319, node_timex_tai_offset_seconds_2 
6320, ssh_tunnel_open_count_0 
6321, kube_service_labels_0 
6322, kube_service_labels_1 
6323, kube_service_labels_2 
6324, kube_service_labels_3 
6325, kube_service_labels_4 
6326, kube_service_labels_5 
6327, kube_service_labels_6 
6328, kube_service_labels_7 
6329, kube_service_labels_8 
6330, kube_service_labels_9 
6331, kube_service_labels_10 
6332, kube_service_labels_11 
6333, kube_service_labels_12 
6334, kafka_server_sessionexpirelistener_total_zookeepersaslauthenticationspersec_oneminuterate_0 
6335, kafka_server_sessionexpirelistener_total_zookeepersaslauthenticationspersec_oneminuterate_1 
6336, kafka_server_sessionexpirelistener_total_zookeepersaslauthenticationspersec_oneminuterate_2 
6337, alertmanager_silences_query_duration_seconds_sum_0 
6338, workqueue_queue_duration_seconds_bucket_0 
6339, workqueue_queue_duration_seconds_bucket_1 
6340, workqueue_queue_duration_seconds_bucket_2 
6341, workqueue_queue_duration_seconds_bucket_3 
6342, workqueue_queue_duration_seconds_bucket_4 
6343, workqueue_queue_duration_seconds_bucket_5 
6344, workqueue_queue_duration_seconds_bucket_6 
6345, workqueue_queue_duration_seconds_bucket_7 
6346, workqueue_queue_duration_seconds_bucket_8 
6347, workqueue_queue_duration_seconds_bucket_9 
6348, workqueue_queue_duration_seconds_bucket_10 
6349, workqueue_queue_duration_seconds_bucket_11 
6350, workqueue_queue_duration_seconds_bucket_12 
6351, workqueue_queue_duration_seconds_bucket_13 
6352, workqueue_queue_duration_seconds_bucket_14 
6353, workqueue_queue_duration_seconds_bucket_15 
6354, workqueue_queue_duration_seconds_bucket_16 
6355, workqueue_queue_duration_seconds_bucket_17 
6356, workqueue_queue_duration_seconds_bucket_18 
6357, workqueue_queue_duration_seconds_bucket_19 
6358, workqueue_queue_duration_seconds_bucket_20 
6359, workqueue_queue_duration_seconds_bucket_21 
6360, workqueue_queue_duration_seconds_bucket_22 
6361, workqueue_queue_duration_seconds_bucket_23 
6362, workqueue_queue_duration_seconds_bucket_24 
6363, workqueue_queue_duration_seconds_bucket_25 
6364, workqueue_queue_duration_seconds_bucket_26 
6365, workqueue_queue_duration_seconds_bucket_27 
6366, workqueue_queue_duration_seconds_bucket_28 
6367, workqueue_queue_duration_seconds_bucket_29 
6368, workqueue_queue_duration_seconds_bucket_30 
6369, workqueue_queue_duration_seconds_bucket_31 
6370, workqueue_queue_duration_seconds_bucket_32 
6371, workqueue_queue_duration_seconds_bucket_33 
6372, workqueue_queue_duration_seconds_bucket_34 
6373, workqueue_queue_duration_seconds_bucket_35 
6374, workqueue_queue_duration_seconds_bucket_36 
6375, workqueue_queue_duration_seconds_bucket_37 
6376, workqueue_queue_duration_seconds_bucket_38 
6377, workqueue_queue_duration_seconds_bucket_39 
6378, workqueue_queue_duration_seconds_bucket_40 
